HUNTBASE = [
	0, 5, 
 11801, 11900, 2662, 1, 
 11901, 12000, 2684, 1, 
 12001, 12100, 2707, 1, 
 12101, 12200, 2729, 1, 
 12201, 12300, 2751, 1, 
 12301, 12400, 2774, 1, 
 12401, 12500, 2796, 1, 
 12501, 12600, 2819, 1, 
 12601, 12700, 2841, 1, 
 12701, 12800, 2863, 1, 
 12801, 12900, 2886, 1, 
 12901, 13000, 2908, 1, 
 13001, 13100, 2931, 1, 
 13101, 13200, 2953, 1, 
 13201, 13300, 2975, 1, 
 13301, 13400, 2998, 1, 
 13401, 13500, 3020, 1, 
 13501, 13600, 3043, 1, 
 13601, 13700, 3065, 1, 
 13701, 13800, 3087, 1, 
 13801, 13900, 3110, 1, 
 13901, 14000, 3132, 1, 
 14001, 14100, 3155, 1, 
 14101, 14200, 3177, 1, 
 14201, 14300, 3199, 1, 
 14301, 14400, 3222, 1, 
 14401, 14500, 3244, 1, 
 14501, 14600, 3267, 1, 
 14601, 14700, 3289, 1, 
 14701, 14800, 3311, 1, 
 14801, 14900, 3334, 1, 
 14901, 15000, 3356, 1, 
 15001, 15100, 3379, 1, 
 15101, 15200, 3401, 1, 
 15201, 15300, 3423, 1, 
 15301, 15400, 3446, 1, 
 15401, 15500, 3468, 1, 
 15501, 15600, 3491, 1, 
 15601, 15700, 3513, 1, 
 15701, 15800, 3535, 1, 
 15801, 15900, 3558, 1, 
 15901, 16000, 3580, 1, 
 16001, 16100, 3603, 1, 
 16101, 16200, 3625, 1, 
 16201, 16300, 3647, 1, 
 16301, 16400, 3670, 1, 
 16401, 16500, 3692, 1, 
 16501, 16600, 3715, 1, 
 16601, 16700, 3737, 1, 
 16701, 16800, 3759, 1, 
 16801, 16900, 3782, 1, 
 16901, 17000, 3804, 1, 
 17001, 17100, 3827, 1, 
 17101, 17200, 3849, 1, 
 17201, 17300, 3871, 1, 
 17301, 17400, 3894, 1, 
 17401, 17500, 3916, 1, 
 17501, 17600, 3939, 1, 
 17601, 17700, 3961, 1, 
 17701, 17800, 3983, 1, 
 17801, 17900, 4006, 1, 
 17901, 18000, 4028, 1, 
 18001, 18100, 4051, 1, 
 18101, 18200, 4073, 1, 
 18201, 18300, 4095, 1, 
 18301, 18400, 4118, 1, 
 18401, 18500, 4140, 1, 
 18501, 18600, 4163, 1, 
 18601, 18700, 4185, 1, 
 18701, 18800, 4207, 1, 
 18801, 18900, 4230, 1, 
 18901, 19000, 4252, 1, 
 19001, 19100, 4275, 1, 
 19101, 19200, 4297, 1, 
 19201, 19300, 4319, 1, 
 19301, 19400, 4342, 1, 
 19401, 19500, 4364, 1, 
 19501, 19600, 4387, 1, 
 19601, 19700, 4409, 1, 
 19701, 19800, 4431, 1, 
 19801, 19900, 4454, 1, 
 19901, 20000, 4476, 1, 
 20001, 20100, 4499, 1, 
 20101, 20200, 4521, 1, 
 20201, 20300, 4543, 1, 
 20301, 20400, 4566, 1, 
 20401, 20500, 4588, 1, 
 20501, 20600, 4611, 1, 
 20601, 20700, 4633, 1, 
 20701, 20800, 4655, 1, 
 20801, 20900, 4678, 1, 
 20901, 21000, 4700, 1, 
 21001, 21100, 4723, 1, 
 21101, 21200, 4745, 1, 
 21201, 21300, 4767, 1, 
 21301, 21400, 4790, 1, 
 21401, 21500, 4812, 1, 
 21501, 21600, 4835, 1, 
 21601, 21700, 4857, 1, 
 21701, 21800, 4879, 1, 
 21801, 21900, 4902, 1, 
 21901, 22000, 4924, 1, 
 22001, 22100, 4947, 1, 
 22101, 22200, 4969, 1, 
 22201, 22300, 4991, 1, 
 22301, 22400, 5014, 1, 
 22401, 22500, 5036, 1, 
 22501, 22600, 5059, 1, 
 22601, 22700, 5081, 1, 
 22701, 22800, 5103, 1, 
 22801, 22900, 5126, 1, 
 22901, 23000, 5148, 1, 
 23001, 23100, 5171, 1, 
 23101, 23200, 5193, 1, 
 23201, 23300, 5215, 1, 
 23301, 23400, 5238, 1, 
 23401, 23500, 5260, 1, 
 23501, 23600, 5283, 1, 
 23601, 23700, 5305, 1, 
 23701, 23800, 5327, 1, 
 23801, 23900, 5350, 1, 
 23901, 24000, 5372, 1, 
 24001, 24100, 5395, 1, 
 24101, 24200, 5417, 1, 
 24201, 24300, 5439, 1, 
 24301, 24400, 5462, 1, 
 24401, 24500, 5484, 1, 
 24501, 24600, 5507, 1, 
 24601, 24700, 5529, 1, 
 24701, 24800, 5551, 1, 
 24801, 24900, 5574, 1, 
 24901, 25000, 5596, 1, 
 25001, 25100, 5619, 1, 
 25101, 25200, 5641, 1, 
 25201, 25300, 5663, 1, 
 25301, 25400, 5686, 1, 
 25401, 25500, 5708, 1, 
 25501, 25600, 5731, 1, 
 25601, 25700, 5753, 1, 
 25701, 25800, 5775, 1, 
 25801, 25900, 5798, 1, 
 25901, 26000, 5820, 1, 
 26001, 26100, 5843, 1, 
 26101, 26200, 5865, 1, 
 26201, 26300, 5887, 1, 
 26301, 26400, 5910, 1, 
 26401, 26500, 5932, 1, 
 26501, 26600, 5955, 1, 
 26601, 26700, 5977, 1, 
 26701, 26800, 5999, 1, 
 26801, 26900, 6022, 1, 
 26901, 27000, 6044, 1, 
 27001, 27100, 6067, 1, 
 27101, 27200, 6089, 1, 
 27201, 27300, 6111, 1, 
 27301, 27400, 6134, 1, 
 27401, 27500, 6156, 1, 
 27501, 27600, 6179, 1, 
 27601, 27700, 6201, 1, 
 27701, 27800, 6223, 1, 
 27801, 27900, 6246, 1, 
 27901, 28000, 6268, 1, 
 28001, 28100, 6291, 1, 
 28101, 28200, 6313, 1, 
 28201, 28300, 6335, 1, 
 28301, 28400, 6358, 1, 
 28401, 28500, 6380, 1, 
 28501, 28600, 6403, 1, 
 28601, 28700, 6425, 1, 
 28701, 28800, 6447, 1, 
 28801, 28900, 6470, 1, 
 28901, 29000, 6492, 1, 
 29001, 29100, 6515, 1, 
 29101, 29200, 6537, 1, 
 29201, 29300, 6559, 1, 
 29301, 29400, 6582, 1, 
 29401, 29500, 6604, 1, 
 29501, 29600, 6627, 1, 
 29601, 29700, 6649, 1, 
 29701, 29800, 6671, 1, 
 29801, 29900, 6694, 1, 
 29901, 30000, 6716, 1, 
 30001, 30100, 6739, 1, 
 30101, 30200, 6761, 1, 
 30201, 30300, 6783, 1, 
 30301, 30400, 6806, 1, 
 30401, 30500, 6828, 1, 
 30501, 30600, 6851, 1, 
 30601, 30700, 6873, 1, 
 30701, 30800, 6895, 1, 
 30801, 30900, 6918, 1, 
 30901, 31000, 6940, 1, 
 31001, 31100, 6963, 1, 
 31101, 31200, 6985, 1, 
 31201, 31300, 7007, 1, 
 31301, 31400, 7030, 1, 
 31401, 31500, 7052, 1, 
 31501, 31600, 7075, 1, 
 31601, 31700, 7097, 1, 
 31701, 31800, 7119, 1, 
 31801, 31900, 7142, 1, 
 31901, 32000, 7164, 1, 
 32001, 32100, 7187, 1, 
 32101, 32200, 7209, 1, 
 32201, 32300, 7231, 1, 
 32301, 32400, 7254, 1, 
 32401, 32500, 7276, 1, 
 32501, 32600, 7299, 1, 
 32601, 32700, 7321, 1, 
 32701, 32800, 7343, 1, 
 32801, 32900, 7366, 1, 
 32901, 33000, 7388, 1, 
 33001, 33100, 7411, 1, 
 33101, 33200, 7433, 1, 
 33201, 33300, 7455, 1, 
 33301, 33400, 7478, 1, 
 33401, 33500, 7500, 1, 
 33501, 33600, 7523, 1, 
 33601, 33700, 7545, 1, 
 33701, 33800, 7567, 1, 
 33801, 33900, 7590, 1, 
 33901, 34000, 7612, 1, 
 34001, 34100, 7635, 1, 
 34101, 34200, 7657, 1, 
 34201, 34300, 7679, 1, 
 34301, 34400, 7702, 1, 
 34401, 34500, 7724, 1, 
 34501, 34600, 7747, 1, 
 34601, 34700, 7769, 1, 
 34701, 34800, 7791, 1, 
 34801, 34900, 7814, 1, 
 34901, 35000, 7836, 1, 
 35001, 35100, 7859, 1, 
 35101, 35200, 7881, 1, 
 35201, 35300, 7903, 1, 
 35301, 35400, 7926, 1, 
 35401, 35500, 7948, 1, 
 35501, 35600, 7971, 1, 
 35601, 35700, 7993, 1, 
 35701, 35800, 8015, 1, 
 35801, 35900, 8038, 1, 
 35901, 36000, 8060, 1, 
 36001, 36100, 8083, 1, 
 36101, 36200, 8105, 1, 
 36201, 36300, 8127, 1, 
 36301, 36400, 8150, 1, 
 36401, 36500, 8172, 1, 
 36501, 36600, 8195, 1, 
 36601, 36700, 8217, 1, 
 36701, 36800, 8239, 1, 
 36801, 36900, 8262, 1, 
 36901, 37000, 8284, 1, 
 37001, 37100, 8307, 1, 
 37101, 37200, 8329, 1, 
 37201, 37300, 8351, 1, 
 37301, 37400, 8374, 1, 
 37401, 37500, 8396, 1, 
 37501, 37600, 8419, 1, 
 37601, 37700, 8441, 1, 
 37701, 37800, 8463, 1, 
 37801, 37900, 8486, 1, 
 37901, 38000, 8508, 1, 
 38001, 38100, 8531, 1, 
 38101, 38200, 8553, 1, 
 38201, 38300, 8575, 1, 
 38301, 38400, 8598, 1, 
 38401, 38500, 8620, 1, 
 38501, 38600, 8643, 1, 
 38601, 38700, 8665, 1, 
 38701, 38800, 8687, 1, 
 38801, 38900, 8710, 1, 
 38901, 39000, 8732, 1, 
 39001, 39100, 8755, 1, 
 39101, 39200, 8777, 1, 
 39201, 39300, 8799, 1, 
 39301, 39400, 8822, 1, 
 39401, 39500, 8844, 1, 
 39501, 39600, 8867, 1, 
 39601, 39700, 8889, 1, 
 39701, 39800, 8911, 1, 
 39801, 39900, 8934, 1, 
 39901, 40000, 8956, 1, 
 40001, 40100, 8979, 1, 
 40101, 40200, 9001, 1, 
 40201, 40300, 9023, 1, 
 40301, 40400, 9046, 1, 
 40401, 40500, 9068, 1, 
 40501, 40600, 9091, 1, 
 40601, 40700, 9113, 1, 
 40701, 40800, 9135, 1, 
 40801, 40900, 9158, 1, 
 40901, 41000, 9180, 1, 
 41001, 41100, 9203, 1, 
 41101, 41200, 9225, 1, 
 41201, 41300, 9247, 1, 
 41301, 41400, 9270, 1, 
 41401, 41500, 9292, 1, 
 41501, 41600, 9315, 1, 
 41601, 41700, 9337, 1, 
 41701, 41800, 9359, 1, 
 41801, 41900, 9382, 1, 
 41901, 42000, 9404, 1, 
 42001, 42100, 9427, 1, 
 42101, 42200, 9449, 1, 
 42201, 42300, 9471, 1, 
 42301, 42400, 9494, 1, 
 42401, 42500, 9516, 1, 
 42501, 42600, 9539, 1, 
 42601, 42700, 9561, 1, 
 42701, 42800, 9583, 1, 
 42801, 42900, 9606, 1, 
 42901, 43000, 9628, 1, 
 43001, 43100, 9651, 1, 
 43101, 43200, 9673, 1, 
 43201, 43300, 9695, 1, 
 43301, 43400, 9718, 1, 
 43401, 43500, 9740, 1, 
 43501, 43600, 9763, 1, 
 43601, 43700, 9785, 1, 
 43701, 43800, 9807, 1, 
 43801, 43900, 9830, 1, 
 43901, 44000, 9852, 1, 
 44001, 44100, 9875, 1, 
 44101, 44200, 9897, 1, 
 44201, 44300, 9919, 1, 
 44301, 44400, 9942, 1, 
 44401, 44500, 9964, 1, 
 44501, 44600, 9987, 1, 
 44601, 44700, 10009, 1, 
 44701, 44800, 10031, 1, 
 44801, 44900, 10054, 1, 
 44901, 45000, 10076, 1, 
 45001, 45100, 10099, 1, 
 45101, 45200, 10121, 1, 
 45201, 45300, 10143, 1, 
 45301, 45400, 10166, 1, 
 45401, 45500, 10188, 1, 
 45501, 45600, 10211, 1, 
 45601, 45700, 10233, 1, 
 45701, 45800, 10255, 1, 
 45801, 45900, 10278, 1, 
 45901, 46000, 10300, 1, 
 46001, 46100, 10323, 1, 
 46101, 46200, 10345, 1, 
 46201, 46300, 10367, 1, 
 46301, 46400, 10390, 1, 
 46401, 46500, 10412, 1, 
 46501, 46600, 10435, 1, 
 46601, 46700, 10457, 1, 
 46701, 46800, 10479, 1, 
 46801, 46900, 10502, 1, 
 46901, 47000, 10524, 1, 
 47001, 47100, 10547, 1, 
 47101, 47200, 10569, 1, 
 47201, 47300, 10591, 1, 
 47301, 47400, 10614, 1, 
 47401, 47500, 10636, 1, 
 47501, 47600, 10659, 1, 
 47601, 47700, 10681, 1, 
 47701, 47800, 10703, 1, 
 47801, 47900, 10726, 1, 
 47901, 48000, 10748, 1, 
 48001, 48100, 10771, 1, 
 48101, 48200, 10793, 1, 
 48201, 48300, 10815, 1, 
 48301, 48400, 10838, 1, 
 48401, 48500, 10860, 1, 
 48501, 48600, 10883, 1, 
 48601, 48700, 10905, 1, 
 48701, 48800, 10927, 1, 
 48801, 48900, 10950, 1, 
 48901, 49000, 10972, 1, 
 49001, 49100, 10995, 1, 
 49101, 49200, 11017, 1, 
 49201, 49300, 11039, 1, 
 49301, 49400, 11062, 1, 
 49401, 49500, 11084, 1, 
 49501, 49600, 11107, 1, 
 49601, 49700, 11129, 1, 
 49701, 49800, 11151, 1, 
 49801, 49900, 11174, 1, 
 49901, 50000, 11196, 1, 
 50001, 50100, 11219, 1, 
 50101, 50200, 11241, 1, 
 50201, 50300, 11263, 1, 
 50301, 50400, 11286, 1, 
 50401, 50500, 11308, 1, 
 50501, 50600, 11331, 1, 
 50601, 50700, 11353, 1, 
 50701, 50800, 11375, 1, 
 50801, 50900, 11398, 1, 
 50901, 51000, 11420, 1, 
 51001, 51100, 11443, 1, 
 51101, 51200, 11465, 1, 
 51201, 51300, 11487, 1, 
 51301, 51400, 11510, 1, 
 51401, 51500, 11532, 1, 
 51501, 51600, 11555, 1, 
 51601, 51700, 11577, 1, 
 51701, 51800, 11599, 1, 
 51801, 51900, 11622, 1, 
 51901, 52000, 11644, 1, 
 52001, 52100, 11667, 1, 
 52101, 52200, 11689, 1, 
 52201, 52300, 11711, 1, 
 52301, 52400, 11734, 1, 
 52401, 52500, 11756, 1, 
 52501, 52600, 11779, 1, 
 52601, 52700, 11801, 1, 
 52701, 52800, 11823, 1, 
 52801, 52900, 11846, 1, 
 52901, 53000, 11868, 1, 
 53001, 53100, 11891, 1, 
 53101, 53200, 11913, 1, 
 53201, 53300, 11935, 1, 
 53301, 53400, 11958, 1, 
 53401, 53500, 11980, 1, 
 53501, 53600, 12003, 1, 
 53601, 53700, 12025, 1, 
 53701, 53800, 12047, 1, 
 53801, 53900, 12070, 1, 
 53901, 54000, 12092, 1, 
 54001, 54100, 12115, 1, 
 54101, 54200, 12137, 1, 
 54201, 54300, 12159, 1, 
 54301, 54400, 12182, 1, 
 54401, 54500, 12204, 1, 
 54501, 54600, 12227, 1, 
 54601, 54700, 12249, 1, 
 54701, 54800, 12271, 1, 
 54801, 54900, 12294, 1, 
 54901, 55000, 12316, 1, 
 55001, 55100, 12339, 1, 
 55101, 55200, 12361, 1, 
 55201, 55300, 12383, 1, 
 55301, 55400, 12406, 1, 
 55401, 55500, 12428, 1, 
 55501, 55600, 12451, 1, 
 55601, 55700, 12473, 1, 
 55701, 55800, 12495, 1, 
 55801, 55900, 12518, 1, 
 55901, 56000, 12540, 1, 
 56001, 56100, 12563, 1, 
 56101, 56200, 12585, 1, 
 56201, 56300, 12607, 1, 
 56301, 56400, 12630, 1, 
 56401, 56500, 12652, 1, 
 56501, 56600, 12675, 1, 
 56601, 56700, 12697, 1, 
 56701, 56800, 12719, 1, 
 56801, 56900, 12742, 1, 
 56901, 57000, 12764, 1, 
 57001, 57100, 12787, 1, 
 57101, 57200, 12809, 1, 
 57201, 57300, 12831, 1, 
 57301, 57400, 12854, 1, 
 57401, 57500, 12876, 1, 
 57501, 57600, 12899, 1, 
 57601, 57700, 12921, 1, 
 57701, 57800, 12943, 1, 
 57801, 57900, 12966, 1, 
 57901, 58000, 12988, 1, 
 58001, 58100, 13011, 1, 
 58101, 58200, 13033, 1, 
 58201, 58300, 13055, 1, 
 58301, 58400, 13078, 1, 
 58401, 58500, 13100, 1, 
 58501, 58600, 13123, 1, 
 58601, 58700, 13145, 1, 
 58701, 58800, 13167, 1, 
 58801, 58900, 13190, 1, 
 58901, 59000, 13212, 1, 
 59001, 59100, 13235, 1, 
 59101, 59200, 13257, 1, 
 59201, 59300, 13279, 1, 
 59301, 59400, 13302, 1, 
 59401, 59500, 13324, 1, 
 59501, 59600, 13347, 1, 
 59601, 59700, 13369, 1, 
 59701, 59800, 13391, 1, 
 59801, 59900, 13414, 1, 
 59901, 60000, 13436, 1, 
 60001, 60100, 13459, 1, 
]
FEATOUTPUT = [
 0, 6000, 42, 1, 
 6001, 6100, 54, 1, 
 6101, 6200, 54, 1, 
 6201, 6300, 54, 1, 
 6301, 6400, 54, 1, 
 6401, 6500, 56, 1, 
 6501, 6600, 56, 1, 
 6601, 6700, 56, 1, 
 6701, 6800, 56, 1, 
 6801, 6900, 56, 1, 
 6901, 7000, 58, 1, 
 7001, 7100, 58, 1, 
 7101, 7200, 58, 1, 
 7201, 7300, 58, 1, 
 7301, 7400, 58, 1, 
 7401, 7500, 60, 1, 
 7501, 7600, 60, 1, 
 7601, 7700, 60, 1, 
 7701, 7800, 60, 1, 
 7801, 7900, 60, 1, 
 7901, 8000, 62, 1, 
 8001, 8100, 62, 1, 
 8101, 8200, 62, 1, 
 8201, 8300, 62, 1, 
 8301, 8400, 62, 1, 
 8401, 8500, 64, 1, 
 8501, 8600, 64, 1, 
 8601, 8700, 64, 1, 
 8701, 8800, 64, 1, 
 8801, 8900, 64, 1, 
 8901, 9000, 66, 1, 
 9001, 9100, 66, 1, 
 9101, 9200, 66, 1, 
 9201, 9300, 66, 1, 
 9301, 9400, 66, 1, 
 9401, 9500, 68, 1, 
 9501, 9600, 68, 1, 
 9601, 9700, 68, 1, 
 9701, 9800, 68, 1, 
 9801, 9900, 68, 1, 
 9901, 10000, 70, 1, 
 10001, 10100, 70, 1, 
 10101, 10200, 70, 1, 
 10201, 10300, 70, 1, 
 10301, 10400, 70, 1, 
 10401, 10500, 72, 1, 
 10501, 10600, 72, 1, 
 10601, 10700, 72, 1, 
 10701, 10800, 72, 1, 
 10801, 10900, 72, 1, 
 10901, 11000, 74, 1, 
 11001, 11100, 74, 1, 
 11101, 11200, 74, 1, 
 11201, 11300, 74, 1, 
 11301, 11400, 74, 1, 
 11401, 11500, 76, 1, 
 11501, 11600, 76, 1, 
 11601, 11700, 76, 1, 
 11701, 11800, 76, 1, 
 11801, 11900, 76, 1, 
 11901, 12000, 78, 1, 
 12001, 12100, 78, 1, 
 12101, 12200, 78, 1, 
 12201, 12300, 78, 1, 
 12301, 12400, 78, 1, 
 12401, 12500, 80, 1, 
 12501, 12600, 80, 1, 
 12601, 12700, 80, 1, 
 12701, 12800, 80, 1, 
 12801, 12900, 80, 1, 
 12901, 13000, 82, 1, 
 13001, 13100, 82, 1, 
 13101, 13200, 82, 1, 
 13201, 13300, 82, 1, 
 13301, 13400, 82, 1, 
 13401, 13500, 84, 1, 
 13501, 13600, 84, 1, 
 13601, 13700, 84, 1, 
 13701, 13800, 84, 1, 
 13801, 13900, 84, 1, 
 13901, 14000, 86, 1, 
 14001, 14100, 86, 1, 
 14101, 14200, 86, 1, 
 14201, 14300, 86, 1, 
 14301, 14400, 86, 1, 
 14401, 14500, 88, 1, 
 14501, 14600, 88, 1, 
 14601, 14700, 88, 1, 
 14701, 14800, 88, 1, 
 14801, 14900, 88, 1, 
 14901, 15000, 90, 1, 
 15001, 15100, 90, 1, 
 15101, 15200, 90, 1, 
 15201, 15300, 90, 1, 
 15301, 15400, 90, 1, 
 15401, 15500, 92, 1, 
 15501, 15600, 92, 1, 
 15601, 15700, 92, 1, 
 15701, 15800, 92, 1, 
 15801, 15900, 92, 1, 
 15901, 16000, 94, 1, 
 16001, 16100, 94, 1, 
 16101, 16200, 94, 1, 
 16201, 16300, 94, 1, 
 16301, 16400, 94, 1, 
 16401, 16500, 96, 1, 
 16501, 16600, 96, 1, 
 16601, 16700, 96, 1, 
 16701, 16800, 96, 1, 
 16801, 16900, 96, 1, 
 16901, 17000, 98, 1, 
 17001, 17100, 98, 1, 
 17101, 17200, 98, 1, 
 17201, 17300, 98, 1, 
 17301, 17400, 98, 1, 
 17401, 17500, 100, 1, 
 17501, 17600, 100, 1, 
 17601, 17700, 100, 1, 
 17701, 17800, 100, 1, 
 17801, 17900, 100, 1, 
 17901, 18000, 102, 1, 
 18001, 18100, 102, 1, 
 18101, 18200, 102, 1, 
 18201, 18300, 102, 1, 
 18301, 18400, 102, 1, 
 18401, 18500, 104, 1, 
 18501, 18600, 104, 1, 
 18601, 18700, 104, 1, 
 18701, 18800, 104, 1, 
 18801, 18900, 104, 1, 
 18901, 19000, 106, 1, 
 19001, 19100, 106, 1, 
 19101, 19200, 106, 1, 
 19201, 19300, 106, 1, 
 19301, 19400, 106, 1, 
 19401, 19500, 108, 1, 
 19501, 19600, 108, 1, 
 19601, 19700, 108, 1, 
 19701, 19800, 108, 1, 
 19801, 19900, 108, 1, 
 19901, 20000, 110, 1, 
 20001, 20100, 110, 1, 
 20101, 20200, 110, 1, 
 20201, 20300, 110, 1, 
 20301, 20400, 110, 1, 
 20401, 20500, 112, 1, 
 20501, 20600, 112, 1, 
 20601, 20700, 112, 1, 
 20701, 20800, 112, 1, 
 20801, 20900, 112, 1, 
 20901, 21000, 114, 1, 
 21001, 21100, 114, 1, 
 21101, 21200, 114, 1, 
 21201, 21300, 114, 1, 
 21301, 21400, 114, 1, 
 21401, 21500, 116, 1, 
 21501, 21600, 116, 1, 
 21601, 21700, 116, 1, 
 21701, 21800, 116, 1, 
 21801, 21900, 116, 1, 
 21901, 22000, 118, 1, 
 22001, 22100, 118, 1, 
 22101, 22200, 118, 1, 
 22201, 22300, 118, 1, 
 22301, 22400, 118, 1, 
 22401, 22500, 120, 1, 
 22501, 22600, 120, 1, 
 22601, 22700, 120, 1, 
 22701, 22800, 120, 1, 
 22801, 22900, 120, 1, 
 22901, 23000, 122, 1, 
 23001, 23100, 122, 1, 
 23101, 23200, 122, 1, 
 23201, 23300, 122, 1, 
 23301, 23400, 122, 1, 
 23401, 23500, 124, 1, 
 23501, 23600, 124, 1, 
 23601, 23700, 124, 1, 
 23701, 23800, 124, 1, 
 23801, 23900, 124, 1, 
 23901, 24000, 126, 1, 
 24001, 24100, 126, 1, 
 24101, 24200, 126, 1, 
 24201, 24300, 126, 1, 
 24301, 24400, 126, 1, 
 24401, 24500, 128, 1, 
 24501, 24600, 128, 1, 
 24601, 24700, 128, 1, 
 24701, 24800, 128, 1, 
 24801, 24900, 128, 1, 
 24901, 25000, 130, 1, 
 25001, 25100, 130, 1, 
 25101, 25200, 130, 1, 
 25201, 25300, 130, 1, 
 25301, 25400, 130, 1, 
 25401, 25500, 132, 1, 
 25501, 25600, 132, 1, 
 25601, 25700, 132, 1, 
 25701, 25800, 132, 1, 
 25801, 25900, 132, 1, 
 25901, 26000, 134, 1, 
 26001, 26100, 134, 1, 
 26101, 26200, 134, 1, 
 26201, 26300, 134, 1, 
 26301, 26400, 134, 1, 
 26401, 26500, 136, 1, 
 26501, 26600, 136, 1, 
 26601, 26700, 136, 1, 
 26701, 26800, 136, 1, 
 26801, 26900, 136, 1, 
 26901, 27000, 138, 1, 
 27001, 27100, 138, 1, 
 27101, 27200, 138, 1, 
 27201, 27300, 138, 1, 
 27301, 27400, 138, 1, 
 27401, 27500, 140, 1, 
 27501, 27600, 140, 1, 
 27601, 27700, 140, 1, 
 27701, 27800, 140, 1, 
 27801, 27900, 140, 1, 
 27901, 28000, 142, 1, 
 28001, 28100, 142, 1, 
 28101, 28200, 142, 1, 
 28201, 28300, 142, 1, 
 28301, 28400, 142, 1, 
 28401, 28500, 144, 1, 
 28501, 28600, 144, 1, 
 28601, 28700, 144, 1, 
 28701, 28800, 144, 1, 
 28801, 28900, 144, 1, 
 28901, 29000, 146, 1, 
 29001, 29100, 146, 1, 
 29101, 29200, 146, 1, 
 29201, 29300, 146, 1, 
 29301, 29400, 146, 1, 
 29401, 29500, 148, 1, 
 29501, 29600, 148, 1, 
 29601, 29700, 148, 1, 
 29701, 29800, 148, 1, 
 29801, 29900, 148, 1, 
 29901, 30000, 150, 1, 
 30001, 30100, 150, 1, 
 30101, 30200, 150, 1, 
 30201, 30300, 150, 1, 
 30301, 30400, 150, 1, 
 30401, 30500, 152, 1, 
 30501, 30600, 152, 1, 
 30601, 30700, 152, 1, 
 30701, 30800, 152, 1, 
 30801, 30900, 152, 1, 
 30901, 31000, 154, 1, 
 31001, 31100, 154, 1, 
 31101, 31200, 154, 1, 
 31201, 31300, 154, 1, 
 31301, 31400, 154, 1, 
 31401, 31500, 156, 1, 
 31501, 31600, 156, 1, 
 31601, 31700, 156, 1, 
 31701, 31800, 156, 1, 
 31801, 31900, 156, 1, 
 31901, 32000, 158, 1, 
 32001, 32100, 158, 1, 
 32101, 32200, 158, 1, 
 32201, 32300, 158, 1, 
 32301, 32400, 158, 1, 
 32401, 32500, 160, 1, 
 32501, 32600, 160, 1, 
 32601, 32700, 160, 1, 
 32701, 32800, 160, 1, 
 32801, 32900, 160, 1, 
 32901, 33000, 162, 1, 
 33001, 33100, 162, 1, 
 33101, 33200, 162, 1, 
 33201, 33300, 162, 1, 
 33301, 33400, 162, 1, 
 33401, 33500, 164, 1, 
 33501, 33600, 164, 1, 
 33601, 33700, 164, 1, 
 33701, 33800, 164, 1, 
 33801, 33900, 164, 1, 
 33901, 34000, 166, 1, 
 34001, 34100, 166, 1, 
 34101, 34200, 166, 1, 
 34201, 34300, 166, 1, 
 34301, 34400, 166, 1, 
 34401, 34500, 168, 1, 
 34501, 34600, 168, 1, 
 34601, 34700, 168, 1, 
 34701, 34800, 168, 1, 
 34801, 34900, 168, 1, 
 34901, 35000, 170, 1, 
 35001, 35100, 170, 1, 
 35101, 35200, 170, 1, 
 35201, 35300, 170, 1, 
 35301, 35400, 170, 1, 
 35401, 35500, 172, 1, 
 35501, 35600, 172, 1, 
 35601, 35700, 172, 1, 
 35701, 35800, 172, 1, 
 35801, 35900, 172, 1, 
 35901, 36000, 174, 1, 
 36001, 36100, 174, 1, 
 36101, 36200, 174, 1, 
 36201, 36300, 174, 1, 
 36301, 36400, 174, 1, 
 36401, 36500, 176, 1, 
 36501, 36600, 176, 1, 
 36601, 36700, 176, 1, 
 36701, 36800, 176, 1, 
 36801, 36900, 176, 1, 
 36901, 37000, 178, 1, 
 37001, 37100, 178, 1, 
 37101, 37200, 178, 1, 
 37201, 37300, 178, 1, 
 37301, 37400, 178, 1, 
 37401, 37500, 180, 1, 
 37501, 37600, 180, 1, 
 37601, 37700, 180, 1, 
 37701, 37800, 180, 1, 
 37801, 37900, 180, 1, 
 37901, 38000, 182, 1, 
 38001, 38100, 182, 1, 
 38101, 38200, 182, 1, 
 38201, 38300, 182, 1, 
 38301, 38400, 182, 1, 
 38401, 38500, 184, 1, 
 38501, 38600, 184, 1, 
 38601, 38700, 184, 1, 
 38701, 38800, 184, 1, 
 38801, 38900, 184, 1, 
 38901, 39000, 186, 1, 
 39001, 39100, 186, 1, 
 39101, 39200, 186, 1, 
 39201, 39300, 186, 1, 
 39301, 39400, 186, 1, 
 39401, 39500, 188, 1, 
 39501, 39600, 188, 1, 
 39601, 39700, 188, 1, 
 39701, 39800, 188, 1, 
 39801, 39900, 188, 1, 
 39901, 40000, 190, 1, 
 40001, 40100, 190, 1, 
 40101, 40200, 190, 1, 
 40201, 40300, 190, 1, 
 40301, 40400, 190, 1, 
 40401, 40500, 192, 1, 
 40501, 40600, 192, 1, 
 40601, 40700, 192, 1, 
 40701, 40800, 192, 1, 
 40801, 40900, 192, 1, 
 40901, 41000, 194, 1, 
 41001, 41100, 194, 1, 
 41101, 41200, 194, 1, 
 41201, 41300, 194, 1, 
 41301, 41400, 194, 1, 
 41401, 41500, 196, 1, 
 41501, 41600, 196, 1, 
 41601, 41700, 196, 1, 
 41701, 41800, 196, 1, 
